_EST_NORM,n,codigos,ejemplos
INSTITUTO MIXTO DE EDUCACION MUNICIPAL VALLE DEL SOL,2,"['04-06-0094-46', '04-06-3259-46']",['INSTITUTO MIXTO DE EDUCACION MUNICIPAL VALLE DEL SOL']
INSTITUTO MIXTO DE EDUCACION FORTALEZA DEL FUTURO INMEFF,2,"['16-13-0249-46', '16-13-0315-46']",['INSTITUTO MIXTO DE EDUCACION FORTALEZA DEL FUTURO INMEFF']
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA MARIO DEL VALLE,2,['14-15-0214-46'],['INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA MARIO DEL VALLE']
COLEGIO PARTICULAR MIXTO VERAPAZ,2,"['16-01-0139-46', '16-01-9897-46']",['COLEGIO PARTICULAR MIXTO VERAPAZ']
COLEGIO PARTICULAR MIXTO VALLE DEL URRAM,2,"['15-06-0013-46', '15-06-1265-46']",['COLEGIO PARTICULAR MIXTO VALLE DEL URRAM']
COLEGIO PARTICULAR MIXTO SHADDAI,2,"['18-01-0246-46', '18-01-0405-46']",['COLEGIO PARTICULAR MIXTO SHADDAI']
COLEGIO DIVERSIFICADO MAYALAND,2,['14-20-0145-46'],['COLEGIO DIVERSIFICADO MAYALAND']
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA LIC MARIO RENE RIVERA ARGUETA,2,['11-05-0046-46'],['INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA LIC MARIO RENE RIVERA ARGUETA']
INSTITUTO MIXTO DE COMPUTACION LEONARDO DE PISA,2,"['00-01-0298-46', '00-01-0299-46']",['INSTITUTO MIXTO DE COMPUTACION LEONARDO DE PISA']
INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL NUEVO AMANCER,2,"['13-21-0027-46', '13-21-0028-46']",['INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL NUEVO AMANCER']
INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL AL DESPERTAR,2,"['13-07-0042-46', '13-07-0043-46']",['INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL AL DESPERTAR']
INSTITUTO MIXTO BILINGUE INTERCULTURAL SAN JUAN COMALAPA,2,"['04-04-0030-46', '04-04-3276-46']",['INSTITUTO MIXTO BILINGUE INTERCULTURAL SAN JUAN COMALAPA']
INSTITUTO MIXTO BILINGUE INTERCULTURAL SAN JOSE POAQUIL,2,"['04-02-0019-46', '04-02-3275-46']",['INSTITUTO MIXTO BILINGUE INTERCULTURAL SAN JOSE POAQUIL']
INSTITUTO MIXTO BILINGUE INTERCULTURAL CHOSAAM,2,"['16-10-0150-46', '16-10-0151-46']",['INSTITUTO MIXTO BILINGUE INTERCULTURAL CHOSAAM']
INSTITUTO MIXTO B ALUNH Q ANA,2,"['13-07-0046-46', '13-07-0433-46']",['INSTITUTO MIXTO B ALUNH Q ANA']
INSTITUTO FENIX EDUCACION A DISTANCIA IFED,2,"['04-01-0386-46', '04-01-0392-46']",['INSTITUTO FENIX EDUCACION A DISTANCIA IFED']
COLEGIO BILINGUE DE COMPUTACION PACHALUM DE LOS SANTOS CBC PS,2,['14-21-0032-46'],['COLEGIO BILINGUE DE COMPUTACION PACHALUM DE LOS SANTOS CBC PS']
COLEGIO BILINGUE CRISTIANO EL ARBOL DEL CONOCIMIENTO,2,"['00-07-0200-46', '00-07-0201-46']",['COLEGIO BILINGUE CRISTIANO EL ARBOL DEL CONOCIMIENTO']
COLEGIO DE LA SALLE,2,"['13-01-0068-46', '13-01-0070-46']",['COLEGIO DE LA SALLE']
COLEGIO PIRAMIDE,2,"['01-08-0500-46', '01-08-7571-46']",['COLEGIO PIRAMIDE']
COLEGIO PEDAGOGICO MODERNO,2,"['00-12-8916-46', '01-15-0150-46']",['COLEGIO PEDAGOGICO MODERNO']
INSTITUTO EXPERIMENTAL DE EDUCACION BASICA FE Y ALEGRIA NO 5,2,"['00-18-0141-46', '00-18-0176-46']",['INSTITUTO EXPERIMENTAL DE EDUCACION BASICA FE Y ALEGRIA NO 5']
INSTITUTO EVANGELICO DE OCCIDENTE,2,"['09-01-0382-46', '09-01-0383-46']",['INSTITUTO EVANGELICO DE OCCIDENTE']
INSTITUTO EN COMPUTACION SAN JOSE PINULA,2,"['01-03-0038-46', '01-03-6619-46']",['INSTITUTO EN COMPUTACION SAN JOSE PINULA']
INSTITUTO EDUCATIVO PARA EL DESARROLLO EMPRESARIAL Y SOCIAL IDES,2,['14-08-6084-46'],['INSTITUTO EDUCATIVO PARA EL DESARROLLO EMPRESARIAL Y SOCIAL IDES']
INSTITUTO EDUCATIVO GUATEMALTECO,2,['19-01-1035-46'],['INSTITUTO EDUCATIVO GUATEMALTECO']
INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA LICEO FRATERNIDAD,2,"['12-04-0101-46', '12-04-4715-46']",['INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA LICEO FRATERNIDAD']
INSTITUTO DIVERSIFICADO POR COOPERATIVA PROF CARLOS ROBERTO DONIS OSORIO,2,['19-08-0890-46'],['INSTITUTO DIVERSIFICADO POR COOPERATIVA PROF CARLOS ROBERTO DONIS OSORIO']
INSTITUTO DIVERSIFICADO POR COOPERATIVA NUEVO SAN CARLOS,2,['11-08-1107-46'],['INSTITUTO DIVERSIFICADO POR COOPERATIVA NUEVO SAN CARLOS']
INSTITUTO DIVERSIFICADO POR COOPERATIVA FLORENCIO CARRASCOZA,2,['14-12-0106-46'],['INSTITUTO DIVERSIFICADO POR COOPERATIVA FLORENCIO CARRASCOZA']
INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA MAXIMO RAUL GIRON MAZARIEGOS,2,"['09-04-0033-46', '09-04-0034-46']",['INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA MAXIMO RAUL GIRON MAZARIEGOS']
INSTITUTO DIVERSIFICADO POR COOPERATIVA ALDEA SAN LUIS SAN SEBASTIAN RETALHULEU,2,['11-02-1382-46'],['INSTITUTO DIVERSIFICADO POR COOPERATIVA ALDEA SAN LUIS SAN SEBASTIAN RETALHULEU']
INSTITUTO DIVERSIFICADO POR COOPERATIVA ACATENANGO,2,"['04-11-0012-46', '04-11-0474-46']",['INSTITUTO DIVERSIFICADO POR COOPERATIVA ACATENANGO']
COLEGIO PRE UNIVERSITARIO NUEVO MILENIO,2,['14-08-0033-46'],['COLEGIO PRE UNIVERSITARIO NUEVO MILENIO']
COLEGIO PRE UNIVERSITARIO INTERCULTURAL COTPI,2,['14-20-0135-46'],['COLEGIO PRE UNIVERSITARIO INTERCULTURAL COTPI']
COLEGIO PRE UNIVERSITARIO DANIEL CAMPA ROSALES,2,"['07-18-0019-46', '07-18-0020-46']",['COLEGIO PRE UNIVERSITARIO DANIEL CAMPA ROSALES']
COLEGIO PRE UNIVERSITARIO CATOLICO DE GUATEMALA,2,"['00-07-0131-46', '00-07-0260-46']",['COLEGIO PRE UNIVERSITARIO CATOLICO DE GUATEMALA']
COLEGIO POR MADUREZ TIJAX,2,"['07-10-0014-46', '07-10-0043-46']",['COLEGIO POR MADUREZ TIJAX']
INSTITUTO DIVERSIFICADO MIXTO LICEO SIBINAL,2,"['12-08-0032-46', '12-08-0040-46']",['INSTITUTO DIVERSIFICADO MIXTO LICEO SIBINAL']
INSTITUTO DIVERSIFICADO MIRNA MACK,2,"['00-12-7204-46', '00-12-8567-46']",['INSTITUTO DIVERSIFICADO MIRNA MACK']
INSTITUTO DIVERSIFICADO DE ESTUDIOS AVANZADOS POR COOPERATIVA IDEACOP PAJUIL,2,['14-19-0101-46'],['INSTITUTO DIVERSIFICADO DE ESTUDIOS AVANZADOS POR COOPERATIVA IDEACOP PAJUIL']
INSTITUTO DIVERSIFICADO DE EDUCACION POR COOPERATIVA,2,['14-06-0060-46'],['INSTITUTO DIVERSIFICADO DE EDUCACION POR COOPERATIVA']
INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO DE EDUCACION MEDIA EXPERIMENTAL CON ORIENTACION OCUPACIONAL JOSE RODRIGUEZ CERNA,2,['19-01-0078-46'],['INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO DE EDUCACION MEDIA EXPERIMENTAL CON ORIENTACION OCUPACIONAL JOSE RODRIGUEZ CERNA']
INSTITUTO DIVERSIFICADO ADSC AL INEB DOCTOR WERNER OVALLE LOPEZ,2,"['09-01-0419-46', '09-01-0826-46']",['INSTITUTO DIVERSIFICADO ADSC AL INEB DOCTOR WERNER OVALLE LOPEZ']
COLEGIO BILINGUE J E T,2,"['04-16-0037-46', '04-16-0038-46']",['COLEGIO BILINGUE J E T']
COLEGIO BILINGUE INTERCULTURAL NUEVO AMANECER,2,"['13-22-0041-46', '13-22-0042-46']",['COLEGIO BILINGUE INTERCULTURAL NUEVO AMANECER']
COLEGIO BILINGUE INTERAMERICANO,2,"['22-01-0268-46', '22-01-0269-46']",['COLEGIO BILINGUE INTERAMERICANO']
COLEGIO BILINGUE INTEGRAL TECNO AMERICANO,2,"['12-02-0211-46', '12-02-0212-46']",['COLEGIO BILINGUE INTEGRAL TECNO AMERICANO']
COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION KAIROS,2,"['00-19-0035-46', '00-19-0056-46']",['COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION KAIROS']
COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION CFPC,2,"['00-06-7247-46', '00-06-7248-46']",['COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION CFPC']
COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION,2,"['00-01-0744-46', '00-18-8923-46']",['COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION']
COLEGIO DE FORMACION INTEGRAL DISCIPULOS DE JESUS,2,['14-01-0276-46'],['COLEGIO DE FORMACION INTEGRAL DISCIPULOS DE JESUS']
COLEGIO PREUNIVERSITARIO DEL VALLE,2,"['13-23-0058-46', '13-23-0059-46']",['COLEGIO PREUNIVERSITARIO DEL VALLE']
COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL,2,"['00-02-0134-46', '00-02-0136-46']",['COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL']
COLEGIO PREUNIVERSITARIO ALBERT EINSTEIN,2,"['13-01-0214-46', '13-01-0426-46']",['COLEGIO PREUNIVERSITARIO ALBERT EINSTEIN']
INSTITUTO DE TURISMO Y AVIACION DE ORIENTE,2,"['19-01-1207-46', '19-01-1208-46']",['INSTITUTO DE TURISMO Y AVIACION DE ORIENTE']
INSTITUTO DE TEOLOGIA Y CIENCIAS SOCIALES MONSENOR ANGELICO MELOTTO,2,"['01-08-0463-46', '01-08-2876-46']",['INSTITUTO DE TEOLOGIA Y CIENCIAS SOCIALES MONSENOR ANGELICO MELOTTO']
INSTITUTO DE TECNOLOGIA MEDICA AMEDESGUA,2,"['00-10-7185-46', '00-10-7186-46']",['INSTITUTO DE TECNOLOGIA MEDICA AMEDESGUA']
INSTITUTO DE SUPERACION DE OCCIDENTE,2,"['09-20-0069-46', '09-20-0134-46']",['INSTITUTO DE SUPERACION DE OCCIDENTE']
INSTITUTO DE SISTEMAS EN INFORMATICA,2,"['05-01-0656-46', '05-01-0666-46']",['INSTITUTO DE SISTEMAS EN INFORMATICA']
INSTITUTO DE FORMACION TECNOLOGICO PORTENO INFOTECPO,2,"['18-01-0291-46', '18-01-0292-46']",['INSTITUTO DE FORMACION TECNOLOGICO PORTENO INFOTECPO']
INSTITUTO DE FORMACION SECRETARIAL,2,"['03-01-1056-46', '03-01-1382-46']",['INSTITUTO DE FORMACION SECRETARIAL']
INSTITUTO DE FORMACION CUALIFICADA I F C,2,"['05-02-0037-46', '05-02-0038-46']",['INSTITUTO DE FORMACION CUALIFICADA I F C']
INSTITUTO DE FORMACION CUALIFICADA,2,"['05-02-0126-46', '05-02-0272-46']",['INSTITUTO DE FORMACION CUALIFICADA']
INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS IECA,2,"['00-02-0314-46', '00-02-9802-46']",['INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS IECA']
INSTITUTO DE ESTUDIOS AVANZADOS EL SABER,2,"['05-01-2968-46', '05-01-2969-46']",['INSTITUTO DE ESTUDIOS AVANZADOS EL SABER']
INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,2,"['09-01-0139-46', '09-01-3670-46']",['INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE']
COLEGIO PRIVADO EL NUEVO MILLENIUM,2,"['13-27-0068-46', '13-27-7032-46']",['COLEGIO PRIVADO EL NUEVO MILLENIUM']
COLEGIO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA JUAN DIEGO,2,"['12-04-0116-46', '12-04-0211-46']",['COLEGIO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA JUAN DIEGO']
COLEGIO PRIVADO DE DIVERSIFICADO LICEO TECNICO UNIONENSE,2,"['05-08-3045-46', '05-08-3046-46']",['COLEGIO PRIVADO DE DIVERSIFICADO LICEO TECNICO UNIONENSE']
COLEGIO PRIVADO BILINGUE SAGRADO CORAZON DE JESUS,2,['19-01-0204-46'],['COLEGIO PRIVADO BILINGUE SAGRADO CORAZON DE JESUS']
COLEGIO PRIVADO BILINGUE FUENTE DE VIDA,2,"['18-04-0454-46', '18-04-0507-46']",['COLEGIO PRIVADO BILINGUE FUENTE DE VIDA']
COLEGIO PRIVADO BELLAS ARTES,2,"['09-01-0334-46', '09-01-0335-46']",['COLEGIO PRIVADO BELLAS ARTES']
INSTITUTO DE EDUCACION PARA ADULTOS EN SUPERACION IDEAS,2,"['03-08-0034-46', '03-09-0046-46']",['INSTITUTO DE EDUCACION PARA ADULTOS EN SUPERACION IDEAS']
INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,2,"['00-01-0240-46', '00-01-0261-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR']
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,2,"['01-17-0113-46', '01-17-0125-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA']
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA PRADOS DE VILLA HERMOSA,2,"['01-17-0200-46', '01-17-0201-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA PRADOS DE VILLA HERMOSA']
INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA LICEO LA ESTANCIA,2,"['12-01-0142-46', '12-05-0091-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA LICEO LA ESTANCIA']
INSTITUTO DE EDUCACION DIVERSIFICADA MUNICIPAL,2,"['12-04-0065-46', '12-07-0171-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA MUNICIPAL']
INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO SAN JOSE DE LOS INFANTES,2,"['00-01-0214-46', '01-08-6198-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO SAN JOSE DE LOS INFANTES']
INSTITUTO DE EDUCACION DIVERSIFICADA,2,"['17-04-0104-46', '17-04-0116-46']",['INSTITUTO DE EDUCACION DIVERSIFICADA']
INSTITUTO DE EDUCACION BASICA Y DIVERSIFICADO DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ INBACH,2,"['18-02-0404-46', '18-02-2576-46']",['INSTITUTO DE EDUCACION BASICA Y DIVERSIFICADO DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ INBACH']
COLEGIO DE EDUCACION Y DESARROLLO INTEGRAL XETENAM,2,"['13-01-0335-46', '13-01-0363-46']",['COLEGIO DE EDUCACION Y DESARROLLO INTEGRAL XETENAM']
COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER,2,"['18-02-2388-46', '18-02-3213-46']",['COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER']
COLEGIO PRIVADO EVANGELICO BETHEL,2,"['07-18-0026-46', '07-18-0027-46']",['COLEGIO PRIVADO EVANGELICO BETHEL']
COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO,2,"['01-10-0327-46', '02-07-0823-46']",['COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO']
INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SUPERACION INTEGRAL,2,['19-01-0166-46'],['INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SUPERACION INTEGRAL']
INSTITUTO DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ DOCTOR JUAN JOSE AREVALO BERMEJO,2,"['00-01-0627-46', '00-01-0810-46']",['INSTITUTO DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ DOCTOR JUAN JOSE AREVALO BERMEJO']
INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLERATO EN CC LL POR MADUREZ ADSC POLICIA NACIONAL CIVIL,2,"['00-06-0089-46', '00-06-8438-46']",['INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLERATO EN CC LL POR MADUREZ ADSC POLICIA NACIONAL CIVIL']
INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLER EN CIENCIAS Y LETRAS POR MADUREZ,2,['11-05-1163-46'],['INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLER EN CIENCIAS Y LETRAS POR MADUREZ']
INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA POR MADUREZ,2,"['01-17-7889-46', '05-11-2544-46']",['INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA POR MADUREZ']
COLEGIO BILINGUE MONTE AMERICANO,2,"['00-11-0009-46', '00-11-2803-46']",['COLEGIO BILINGUE MONTE AMERICANO']
COLEGIO BILINGUE JUAN PABLO SEGUNDO,2,"['12-01-0158-46', '12-01-0159-46']",['COLEGIO BILINGUE JUAN PABLO SEGUNDO']
INSTITUTO DE DIVERSIFICADO POR COOPERATIVA,2,"['06-09-1389-46', '18-02-2809-46']",['INSTITUTO DE DIVERSIFICADO POR COOPERATIVA']
INSTITUTO DE COMPUTACION INFORMATICA I C I,2,"['05-09-2928-46', '05-13-3117-46']",['INSTITUTO DE COMPUTACION INFORMATICA I C I']
INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,2,"['17-12-0119-46', '17-12-0398-46']",['INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN']
INSTITUTO DE BACHILLERATO EN COMPUTACION IBC,2,"['00-13-0691-46', '00-13-9682-46']",['INSTITUTO DE BACHILLERATO EN COMPUTACION IBC']
INSTITUTO COMUNITARIO DE CIENCIAS COMERCIALES EL ALTIPLANO,2,"['07-05-0204-46', '07-05-2022-46']",['INSTITUTO COMUNITARIO DE CIENCIAS COMERCIALES EL ALTIPLANO']
COLEGIO PRIVADO MIXTO CENTRO EDUCATIVO MAZATECO,2,"['10-01-0209-46', '10-01-0210-46']",['COLEGIO PRIVADO MIXTO CENTRO EDUCATIVO MAZATECO']
COLEGIO PRIVADO MIXTO BILINGUE TUJAAL,2,['14-16-5260-46'],['COLEGIO PRIVADO MIXTO BILINGUE TUJAAL']
COLEGIO PRIVADO MIXTO ACEJ DEL VALLE,2,"['12-05-0087-46', '12-05-0088-46']",['COLEGIO PRIVADO MIXTO ACEJ DEL VALLE']
COLEGIO PRIVADO MIGUEL ANGEL SARAZUA ROCA,2,"['04-03-0246-46', '04-03-0264-46']",['COLEGIO PRIVADO MIGUEL ANGEL SARAZUA ROCA']
COLEGIO PRIVADO LICEO SANTA MARINA,2,"['09-01-0893-46', '09-01-3724-46']",['COLEGIO PRIVADO LICEO SANTA MARINA']
COLEGIO PRIVADO LICEO GABRIEL,2,"['02-08-0018-46', '02-08-0019-46']",['COLEGIO PRIVADO LICEO GABRIEL']
INSTITUTO CIENTIFICO INDUSTRIAL INCI,2,"['03-04-1211-46', '03-04-1212-46']",['INSTITUTO CIENTIFICO INDUSTRIAL INCI']
INSTITUTO CHIMALTECO DE EDUCACION INTEGRAL,2,"['04-01-0195-46', '04-11-0008-46']",['INSTITUTO CHIMALTECO DE EDUCACION INTEGRAL']
COLEGIO BOSTON,2,"['03-01-0950-46', '03-12-1188-46']",['COLEGIO BOSTON']
COLEGIO BLAISE PASCAL,2,"['00-07-0266-46', '00-07-0267-46']",['COLEGIO BLAISE PASCAL']
COLEGIO BILINGUE VISTA HERMOSA,2,"['00-15-0985-46', '01-13-0089-46']",['COLEGIO BILINGUE VISTA HERMOSA']
COLEGIO BILINGUE VALENCIA,2,"['01-08-6959-46', '01-13-2892-46']",['COLEGIO BILINGUE VALENCIA']
COLEGIO BILINGUE PARA SENORITAS SANTA MARTHA,2,"['18-01-1083-46', '18-01-1973-46']",['COLEGIO BILINGUE PARA SENORITAS SANTA MARTHA']
INSTITUTO BILINGUE GUATEMALTECO,2,"['00-01-0713-46', '00-01-8049-46']",['INSTITUTO BILINGUE GUATEMALTECO']
INSTITUTO BETHANIA,2,"['00-15-0004-46', '00-15-0983-46']",['INSTITUTO BETHANIA']
INSTITUTO BASICO Y DIVERSIFICADO POR MADUREZ DESARROLLO INTEGRADOR,2,['11-01-1408-46'],['INSTITUTO BASICO Y DIVERSIFICADO POR MADUREZ DESARROLLO INTEGRADOR']
INSTITUTO BASICO Y BACHILLERATO POR MADUREZ JUAN PAZ,2,['19-05-0030-46'],['INSTITUTO BASICO Y BACHILLERATO POR MADUREZ JUAN PAZ']
INSTITUTO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR,2,['11-01-0484-46'],['INSTITUTO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR']
INSTITUTO BASICO Y BACHILLERATO POR MADUREZ,2,['11-05-0041-46'],['INSTITUTO BASICO Y BACHILLERATO POR MADUREZ']
INSTITUTO ANGLO GUATEMALTECO DE RELACIONES CULTURALES,2,"['00-09-7330-46', '00-09-7372-46']",['INSTITUTO ANGLO GUATEMALTECO DE RELACIONES CULTURALES']
COLEGIO PRIVADO MIXTO D GONZALEZ,2,"['18-02-0340-46', '18-02-0341-46']",['COLEGIO PRIVADO MIXTO D GONZALEZ']
COLEGIO DE COMPUTACION ELECTRONICA Y ELECTRICIDAD,2,"['00-01-7588-46', '00-01-7589-46']",['COLEGIO DE COMPUTACION ELECTRONICA Y ELECTRICIDAD']
COLEGIO DE COMPUTACION CEI PC,2,"['01-10-0114-46', '01-10-8313-46']",['COLEGIO DE COMPUTACION CEI PC']
COLEGIO DE CIENCIAS COMERCIALES SAN JOSE,2,"['05-09-0049-46', '05-09-0460-46']",['COLEGIO DE CIENCIAS COMERCIALES SAN JOSE']
COLEGIO DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA,2,"['17-10-0353-46', '17-10-0354-46']",['COLEGIO DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA']
COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,2,"['02-01-0028-46', '02-01-0252-46']",['COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO']
INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION POR MADUREZ,2,"['00-01-4553-46', '01-01-8208-46']",['INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION POR MADUREZ']
INSTITUTO AMERICANO DE CONOCIMIENTOS,2,"['00-01-2980-46', '00-01-2981-46']",['INSTITUTO AMERICANO DE CONOCIMIENTOS']
INSTITUTO ADOLFO V HALL DEL SUR,2,['11-01-0233-46'],['INSTITUTO ADOLFO V HALL DEL SUR']
INSTITUTO ADOLFO V HALL DE ORIENTE,2,['19-01-0084-46'],['INSTITUTO ADOLFO V HALL DE ORIENTE']
INSTITUTO ADOLFO V HALL DE OCCIDENTE,2,"['12-01-0049-46', '12-01-0100-46']",['INSTITUTO ADOLFO V HALL DE OCCIDENTE']
INSTITUTO ADOLFO V HALL CENTRAL,2,"['00-13-0016-46', '00-13-0940-46']",['INSTITUTO ADOLFO V HALL CENTRAL']
INSTITUTO ADOLFO V HALL,2,['14-01-0077-46'],['INSTITUTO ADOLFO V HALL']
COLEGIO PRIVADO MIXTO DEL NIVEL MEDIO LICEO HUEHUETECO,2,"['13-01-4861-46', '13-01-6096-46']",['COLEGIO PRIVADO MIXTO DEL NIVEL MEDIO LICEO HUEHUETECO']
COLEGIO PRIVADO MIXTO DE EDUCACION MEDIA PROF JULIO CESAR ACOSTA BARRASCOUT,2,['11-01-0425-46'],['COLEGIO PRIVADO MIXTO DE EDUCACION MEDIA PROF JULIO CESAR ACOSTA BARRASCOUT']
COLEGIO PRIVADO MIXTO DE EDUCACION BASICA Y BACH POR MADUREZ PAULO FREIRE,2,"['18-03-0295-46', '18-03-2455-46']",['COLEGIO PRIVADO MIXTO DE EDUCACION BASICA Y BACH POR MADUREZ PAULO FREIRE']
COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN COMEBSA,2,"['02-03-0054-46', '02-03-0731-46']",['COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN COMEBSA']
COLEGIO PRIVADO MIXTO DE EDUCACION BASICA PLAN FIN DE SEMANA COMEBSA,2,"['02-03-0144-46', '02-03-0159-46']",['COLEGIO PRIVADO MIXTO DE EDUCACION BASICA PLAN FIN DE SEMANA COMEBSA']
INED ULEW KOTZ I J TIERRA DE LAS FLORES,2,"['01-10-0032-46', '01-10-0243-46']",['INED ULEW KOTZ I J TIERRA DE LAS FLORES']
INED M A HERMENEGILDO DE JESUS PEREIRA DEL CID,2,"['00-19-0102-46', '00-19-0112-46']",['INED M A HERMENEGILDO DE JESUS PEREIRA DEL CID']
INEB,2,"['07-06-0039-46', '13-03-0033-46']",['INEB']
ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN,2,"['02-03-0107-46', '02-03-0719-46']",['ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN']
ESCUELA TECNICA MILITAR DE AVIACION,2,"['00-13-0031-46', '00-13-0937-46']",['ESCUELA TECNICA MILITAR DE AVIACION']
ESCUELA TECNICA DE HOTELERIA Y HOGAR ZUNIL,2,"['00-11-7138-46', '00-11-7535-46']",['ESCUELA TECNICA DE HOTELERIA Y HOGAR ZUNIL']
ESCUELA TECNICA DE COMPUTACION,2,"['12-01-0149-46', '12-01-1048-46']",['ESCUELA TECNICA DE COMPUTACION']
ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE ESDEO,2,"['20-01-0031-46', '20-01-0221-46']",['ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE ESDEO']
COLEGIO CARLOS ENRIQUE PEREZ RAMIREZ,2,"['01-16-0179-46', '01-16-9387-46']",['COLEGIO CARLOS ENRIQUE PEREZ RAMIREZ']
COLEGIO CRISTIANO VERBO ZACAPA,2,['19-01-0170-46'],['COLEGIO CRISTIANO VERBO ZACAPA']
COLEGIO CRISTIANO UN NUEVO DIA,2,"['01-14-9538-46', '01-14-9709-46']",['COLEGIO CRISTIANO UN NUEVO DIA']
